# peacockdb cost-model calibration record. One row per timed region — per
# (node, output partition), not per node: the partitioned branches time each partition
# separately, and a hash repartition bills its shared concat+scatter prologue to p0.
# The partition is not a column: a node's regions are written consecutively, p0 first.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, label, node_seq) recurs, and a repeat of the root's node_seq is
#   where one execution's rows end. Spread across those repeats is data, not noise.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# source = which engine produced the row. peacockdb pays a host prologue that bare cuDF
#   has no analogue for; that difference is what const_peacock is fitted to, so rows
#   from the two sources are not interchangeable.
# node_type = the plan node's name. Its cost CATEGORY is deliberately not a column: it
#   is a lookup in cost_model.conf, which changes on its own, and a column would freeze
#   the taxonomy as it stood when the rows were written. The writer still refuses to
#   emit a node type the taxonomy does not bin.
# peacock_host_us = host time before the region's first device touch.
# cudf_host_us = host time from that touch to the end of the region. Under
#   timing_mode=sync it CONTAINS the device execution and device_us is 0; under events
#   it does not. Not launch cost in either mode — cuDF and rmm synchronize internally.
# device_us = between the region's CUDA events. events mode only.
# wall_us = peacock_host_us + cudf_host_us, the host side of the region.
# cuda_bytes = the bytes this region's category is charged for; the regressor. Equal to
#   out_bytes on the peacockdb source, the mapped call's bytes on the bare-cuDF one.
# in_rows/in_bytes = summed over ALL children, unlike the .cpu.txt golden, which
#   renders the first child's.
# hbm_bytes is NOT here: it comes from Nsight and joins on (query, node_seq).
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.3GiB of 139.2GiB free on a discrete device
source	dataset	sf	query	label	node_seq	node_type	in_rows	in_bytes	out_rows	out_bytes	cuda_bytes	peacock_host_us	cudf_host_us	device_us	wall_us
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	317	316	318
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	845	839	847
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	0	373	372	373
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1490	1489	1491
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	844	842	845
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	317	316	318
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	1	1419	1418	1420
peacockdb	tpch	40	q2	full_table-tp1-full	4	GpuScanExec	0	0	400000	66142723	66142723	1	163795	163794	163796
peacockdb	tpch	40	q2	full_table-tp1-full	10	GpuCoalesceBatchesExec	127300	6428656	127300	6428656	6428656	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	9	GpuHashJoinExec	32031825	1036835412	127300	6428656	6428656	2	5089	5088	5091
peacockdb	tpch	40	q2	full_table-tp1-full	7	GpuCoalesceBatchesExec	31825	835412	31825	835412	835412	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	6	GpuFilterExec	8000000	440800366	31825	835412	835412	2	2264	2263	2266
peacockdb	tpch	40	q2	full_table-tp1-full	5	GpuScanExec	0	0	8000000	440800366	440800366	2	44701	44698	44703
peacockdb	tpch	40	q2	full_table-tp1-full	8	GpuScanExec	0	0	32000000	1036000000	1036000000	2	78100	78099	78102
peacockdb	tpch	40	q2	full_table-tp1-full	34	GpuProjectExec	4732418	114761138	4732418	114761138	114761138	0	19	89	19
peacockdb	tpch	40	q2	full_table-tp1-full	33	GpuAggregateExec	6418480	155648140	4732418	114761138	114761138	1	1556	1366	1557
peacockdb	tpch	40	q2	full_table-tp1-full	32	GpuCoalesceBatchesExec	6418480	155648140	6418480	155648140	155648140	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	31	GpuHashJoinExec	32000001	908000005	6418480	155648140	155648140	0	6348	4760	6348
peacockdb	tpch	40	q2	full_table-tp1-full	21	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	20	GpuFilterExec	5	80	1	5	5	1	307	306	308
peacockdb	tpch	40	q2	full_table-tp1-full	19	GpuScanExec	0	0	5	80	80	1	783	781	784
peacockdb	tpch	40	q2	full_table-tp1-full	30	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	32	583	32
peacockdb	tpch	40	q2	full_table-tp1-full	29	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	28	GpuHashJoinExec	32000025	908000208	32000000	908000000	908000000	0	10502	9800	10502
peacockdb	tpch	40	q2	full_table-tp1-full	22	GpuScanExec	0	0	25	208	208	1	677	676	678
peacockdb	tpch	40	q2	full_table-tp1-full	27	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	33	583	33
peacockdb	tpch	40	q2	full_table-tp1-full	26	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	25	GpuHashJoinExec	32400000	1040900000	32000000	908000000	908000000	1	8174	9589	8175
peacockdb	tpch	40	q2	full_table-tp1-full	23	GpuScanExec	0	0	400000	4900000	4900000	0	30368	30367	30368
peacockdb	tpch	40	q2	full_table-tp1-full	24	GpuScanExec	0	0	32000000	1036000000	1036000000	2	77789	77788	77791
peacockdb	tpch	40	q2	full_table-tp1-full	38	GpuSortExec	18658	3574292	100	18942	18942	2	1608	1607	1610
peacockdb	tpch	40	q2	full_table-tp1-full	37	GpuProjectExec	18658	3574292	18658	3574292	3574292	1	323	322	324
peacockdb	tpch	40	q2	full_table-tp1-full	36	GpuCoalesceBatchesExec	18658	3574292	18658	3574292	3574292	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	35	GpuHashJoinExec	4757689	120010305	18658	3574292	3574292	3	2204	2126	2207
peacockdb	tpch	40	q2	full_table-tp1-full	18	GpuCoalesceBatchesExec	25271	5249167	25271	5249167	5249167	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	17	GpuHashJoinExec	127301	26831567	25271	5249167	5249167	1	1296	1295	1297
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	315	314	316
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	841	836	843
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	0	375	374	375
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1502	1501	1503
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	828	827	829
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	319	318	320
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	2	1419	1418	1421
peacockdb	tpch	40	q2	full_table-tp1-full	4	GpuScanExec	0	0	400000	66142723	66142723	1	162856	162855	162857
peacockdb	tpch	40	q2	full_table-tp1-full	10	GpuCoalesceBatchesExec	127300	6428656	127300	6428656	6428656	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	9	GpuHashJoinExec	32031825	1036835412	127300	6428656	6428656	2	5078	5077	5080
peacockdb	tpch	40	q2	full_table-tp1-full	7	GpuCoalesceBatchesExec	31825	835412	31825	835412	835412	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	6	GpuFilterExec	8000000	440800366	31825	835412	835412	2	2265	2264	2267
peacockdb	tpch	40	q2	full_table-tp1-full	5	GpuScanExec	0	0	8000000	440800366	440800366	2	44946	44944	44948
peacockdb	tpch	40	q2	full_table-tp1-full	8	GpuScanExec	0	0	32000000	1036000000	1036000000	2	77801	77800	77803
peacockdb	tpch	40	q2	full_table-tp1-full	34	GpuProjectExec	4732418	114761138	4732418	114761138	114761138	0	21	85	21
peacockdb	tpch	40	q2	full_table-tp1-full	33	GpuAggregateExec	6418480	155648140	4732418	114761138	114761138	1	1565	1378	1566
peacockdb	tpch	40	q2	full_table-tp1-full	32	GpuCoalesceBatchesExec	6418480	155648140	6418480	155648140	155648140	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	31	GpuHashJoinExec	32000001	908000005	6418480	155648140	155648140	0	6359	4763	6359
peacockdb	tpch	40	q2	full_table-tp1-full	21	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	20	GpuFilterExec	5	80	1	5	5	1	305	304	306
peacockdb	tpch	40	q2	full_table-tp1-full	19	GpuScanExec	0	0	5	80	80	1	784	783	785
peacockdb	tpch	40	q2	full_table-tp1-full	30	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	30	584	30
peacockdb	tpch	40	q2	full_table-tp1-full	29	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	28	GpuHashJoinExec	32000025	908000208	32000000	908000000	908000000	0	10488	9797	10488
peacockdb	tpch	40	q2	full_table-tp1-full	22	GpuScanExec	0	0	25	208	208	1	707	706	708
peacockdb	tpch	40	q2	full_table-tp1-full	27	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	35	582	35
peacockdb	tpch	40	q2	full_table-tp1-full	26	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	25	GpuHashJoinExec	32400000	1040900000	32000000	908000000	908000000	1	8182	9592	8183
peacockdb	tpch	40	q2	full_table-tp1-full	23	GpuScanExec	0	0	400000	4900000	4900000	1	30308	30307	30309
peacockdb	tpch	40	q2	full_table-tp1-full	24	GpuScanExec	0	0	32000000	1036000000	1036000000	1	77523	77522	77524
peacockdb	tpch	40	q2	full_table-tp1-full	38	GpuSortExec	18658	3574292	100	18942	18942	2	1625	1624	1627
peacockdb	tpch	40	q2	full_table-tp1-full	37	GpuProjectExec	18658	3574292	18658	3574292	3574292	1	325	324	326
peacockdb	tpch	40	q2	full_table-tp1-full	36	GpuCoalesceBatchesExec	18658	3574292	18658	3574292	3574292	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	35	GpuHashJoinExec	4757689	120010305	18658	3574292	3574292	2	2176	2100	2178
peacockdb	tpch	40	q2	full_table-tp1-full	18	GpuCoalesceBatchesExec	25271	5249167	25271	5249167	5249167	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	17	GpuHashJoinExec	127301	26831567	25271	5249167	5249167	1	1304	1303	1305
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	324	323	325
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	854	848	856
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	1	374	373	375
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1498	1498	1499
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	818	816	819
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	327	326	328
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	1	1405	1404	1406
peacockdb	tpch	40	q2	full_table-tp1-full	4	GpuScanExec	0	0	400000	66142723	66142723	1	163110	163109	163111
peacockdb	tpch	40	q2	full_table-tp1-full	10	GpuCoalesceBatchesExec	127300	6428656	127300	6428656	6428656	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	9	GpuHashJoinExec	32031825	1036835412	127300	6428656	6428656	2	5085	5083	5087
peacockdb	tpch	40	q2	full_table-tp1-full	7	GpuCoalesceBatchesExec	31825	835412	31825	835412	835412	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	6	GpuFilterExec	8000000	440800366	31825	835412	835412	2	2284	2283	2286
peacockdb	tpch	40	q2	full_table-tp1-full	5	GpuScanExec	0	0	8000000	440800366	440800366	1	44667	44665	44668
peacockdb	tpch	40	q2	full_table-tp1-full	8	GpuScanExec	0	0	32000000	1036000000	1036000000	2	77164	77163	77166
peacockdb	tpch	40	q2	full_table-tp1-full	34	GpuProjectExec	4732418	114761138	4732418	114761138	114761138	0	24	87	24
peacockdb	tpch	40	q2	full_table-tp1-full	33	GpuAggregateExec	6418480	155648140	4732418	114761138	114761138	1	1562	1367	1563
peacockdb	tpch	40	q2	full_table-tp1-full	32	GpuCoalesceBatchesExec	6418480	155648140	6418480	155648140	155648140	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	31	GpuHashJoinExec	32000001	908000005	6418480	155648140	155648140	0	6338	4759	6338
peacockdb	tpch	40	q2	full_table-tp1-full	21	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	20	GpuFilterExec	5	80	1	5	5	1	305	305	306
peacockdb	tpch	40	q2	full_table-tp1-full	19	GpuScanExec	0	0	5	80	80	1	803	802	804
peacockdb	tpch	40	q2	full_table-tp1-full	30	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	36	582	36
peacockdb	tpch	40	q2	full_table-tp1-full	29	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	28	GpuHashJoinExec	32000025	908000208	32000000	908000000	908000000	0	10496	9787	10496
peacockdb	tpch	40	q2	full_table-tp1-full	22	GpuScanExec	0	0	25	208	208	1	683	682	684
peacockdb	tpch	40	q2	full_table-tp1-full	27	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	31	585	31
peacockdb	tpch	40	q2	full_table-tp1-full	26	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	25	GpuHashJoinExec	32400000	1040900000	32000000	908000000	908000000	1	8169	9586	8170
peacockdb	tpch	40	q2	full_table-tp1-full	23	GpuScanExec	0	0	400000	4900000	4900000	0	30429	30427	30429
peacockdb	tpch	40	q2	full_table-tp1-full	24	GpuScanExec	0	0	32000000	1036000000	1036000000	1	77092	77090	77093
peacockdb	tpch	40	q2	full_table-tp1-full	38	GpuSortExec	18658	3574292	100	18942	18942	2	1624	1623	1626
peacockdb	tpch	40	q2	full_table-tp1-full	37	GpuProjectExec	18658	3574292	18658	3574292	3574292	0	321	320	321
peacockdb	tpch	40	q2	full_table-tp1-full	36	GpuCoalesceBatchesExec	18658	3574292	18658	3574292	3574292	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	35	GpuHashJoinExec	4757689	120010305	18658	3574292	3574292	2	2177	2095	2179
peacockdb	tpch	40	q2	full_table-tp1-full	18	GpuCoalesceBatchesExec	25271	5249167	25271	5249167	5249167	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	17	GpuHashJoinExec	127301	26831567	25271	5249167	5249167	1	1312	1311	1313
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	315	314	316
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	808	803	810
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	1	380	379	381
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1500	1499	1501
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	826	825	827
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	320	319	321
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	1	1454	1453	1455
peacockdb	tpch	40	q2	full_table-tp1-full	4	GpuScanExec	0	0	400000	66142723	66142723	1	163452	163451	163453
peacockdb	tpch	40	q2	full_table-tp1-full	10	GpuCoalesceBatchesExec	127300	6428656	127300	6428656	6428656	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	9	GpuHashJoinExec	32031825	1036835412	127300	6428656	6428656	2	5129	5128	5131
peacockdb	tpch	40	q2	full_table-tp1-full	7	GpuCoalesceBatchesExec	31825	835412	31825	835412	835412	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	6	GpuFilterExec	8000000	440800366	31825	835412	835412	2	2257	2256	2259
peacockdb	tpch	40	q2	full_table-tp1-full	5	GpuScanExec	0	0	8000000	440800366	440800366	2	44808	44806	44810
peacockdb	tpch	40	q2	full_table-tp1-full	8	GpuScanExec	0	0	32000000	1036000000	1036000000	2	77001	77000	77003
peacockdb	tpch	40	q2	full_table-tp1-full	34	GpuProjectExec	4732418	114761138	4732418	114761138	114761138	0	17	86	17
peacockdb	tpch	40	q2	full_table-tp1-full	33	GpuAggregateExec	6418480	155648140	4732418	114761138	114761138	1	1564	1369	1565
peacockdb	tpch	40	q2	full_table-tp1-full	32	GpuCoalesceBatchesExec	6418480	155648140	6418480	155648140	155648140	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	31	GpuHashJoinExec	32000001	908000005	6418480	155648140	155648140	0	6341	4758	6341
peacockdb	tpch	40	q2	full_table-tp1-full	21	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	20	GpuFilterExec	5	80	1	5	5	1	300	299	301
peacockdb	tpch	40	q2	full_table-tp1-full	19	GpuScanExec	0	0	5	80	80	1	786	785	787
peacockdb	tpch	40	q2	full_table-tp1-full	30	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	33	582	33
peacockdb	tpch	40	q2	full_table-tp1-full	29	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	28	GpuHashJoinExec	32000025	908000208	32000000	908000000	908000000	0	10452	9796	10452
peacockdb	tpch	40	q2	full_table-tp1-full	22	GpuScanExec	0	0	25	208	208	1	678	677	679
peacockdb	tpch	40	q2	full_table-tp1-full	27	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	31	582	31
peacockdb	tpch	40	q2	full_table-tp1-full	26	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	25	GpuHashJoinExec	32400000	1040900000	32000000	908000000	908000000	1	8226	9596	8227
peacockdb	tpch	40	q2	full_table-tp1-full	23	GpuScanExec	0	0	400000	4900000	4900000	0	30355	30354	30355
peacockdb	tpch	40	q2	full_table-tp1-full	24	GpuScanExec	0	0	32000000	1036000000	1036000000	1	76767	76766	76768
peacockdb	tpch	40	q2	full_table-tp1-full	38	GpuSortExec	18658	3574292	100	18942	18942	2	1639	1638	1641
peacockdb	tpch	40	q2	full_table-tp1-full	37	GpuProjectExec	18658	3574292	18658	3574292	3574292	0	323	322	323
peacockdb	tpch	40	q2	full_table-tp1-full	36	GpuCoalesceBatchesExec	18658	3574292	18658	3574292	3574292	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	35	GpuHashJoinExec	4757689	120010305	18658	3574292	3574292	2	2201	2117	2203
peacockdb	tpch	40	q2	full_table-tp1-full	18	GpuCoalesceBatchesExec	25271	5249167	25271	5249167	5249167	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	17	GpuHashJoinExec	127301	26831567	25271	5249167	5249167	1	1297	1296	1298
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	315	314	316
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	815	810	817
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	1	381	380	382
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1466	1465	1467
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	816	815	817
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	308	307	309
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	2	1417	1416	1419
peacockdb	tpch	40	q2	full_table-tp1-full	4	GpuScanExec	0	0	400000	66142723	66142723	1	163515	163514	163516
peacockdb	tpch	40	q2	full_table-tp1-full	10	GpuCoalesceBatchesExec	127300	6428656	127300	6428656	6428656	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	9	GpuHashJoinExec	32031825	1036835412	127300	6428656	6428656	2	5099	5098	5101
peacockdb	tpch	40	q2	full_table-tp1-full	7	GpuCoalesceBatchesExec	31825	835412	31825	835412	835412	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	6	GpuFilterExec	8000000	440800366	31825	835412	835412	2	2272	2271	2274
peacockdb	tpch	40	q2	full_table-tp1-full	5	GpuScanExec	0	0	8000000	440800366	440800366	2	44761	44759	44763
peacockdb	tpch	40	q2	full_table-tp1-full	8	GpuScanExec	0	0	32000000	1036000000	1036000000	2	77398	77397	77400
peacockdb	tpch	40	q2	full_table-tp1-full	34	GpuProjectExec	4732418	114761138	4732418	114761138	114761138	0	19	87	19
peacockdb	tpch	40	q2	full_table-tp1-full	33	GpuAggregateExec	6418480	155648140	4732418	114761138	114761138	2	1563	1368	1565
peacockdb	tpch	40	q2	full_table-tp1-full	32	GpuCoalesceBatchesExec	6418480	155648140	6418480	155648140	155648140	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	31	GpuHashJoinExec	32000001	908000005	6418480	155648140	155648140	0	6354	4764	6354
peacockdb	tpch	40	q2	full_table-tp1-full	21	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	20	GpuFilterExec	5	80	1	5	5	1	306	305	307
peacockdb	tpch	40	q2	full_table-tp1-full	19	GpuScanExec	0	0	5	80	80	1	798	797	799
peacockdb	tpch	40	q2	full_table-tp1-full	30	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	30	584	30
peacockdb	tpch	40	q2	full_table-tp1-full	29	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	28	GpuHashJoinExec	32000025	908000208	32000000	908000000	908000000	0	10472	9797	10472
peacockdb	tpch	40	q2	full_table-tp1-full	22	GpuScanExec	0	0	25	208	208	1	672	671	673
peacockdb	tpch	40	q2	full_table-tp1-full	27	GpuProjectExec	32000000	908000000	32000000	908000000	908000000	0	38	583	38
peacockdb	tpch	40	q2	full_table-tp1-full	26	GpuCoalesceBatchesExec	32000000	908000000	32000000	908000000	908000000	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	25	GpuHashJoinExec	32400000	1040900000	32000000	908000000	908000000	1	8186	9587	8187
peacockdb	tpch	40	q2	full_table-tp1-full	23	GpuScanExec	0	0	400000	4900000	4900000	0	30383	30382	30383
peacockdb	tpch	40	q2	full_table-tp1-full	24	GpuScanExec	0	0	32000000	1036000000	1036000000	1	77330	77329	77331
peacockdb	tpch	40	q2	full_table-tp1-full	38	GpuSortExec	18658	3574292	100	18942	18942	2	1634	1634	1636
peacockdb	tpch	40	q2	full_table-tp1-full	37	GpuProjectExec	18658	3574292	18658	3574292	3574292	0	326	325	326
peacockdb	tpch	40	q2	full_table-tp1-full	36	GpuCoalesceBatchesExec	18658	3574292	18658	3574292	3574292	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	35	GpuHashJoinExec	4757689	120010305	18658	3574292	3574292	3	2182	2099	2185
peacockdb	tpch	40	q2	full_table-tp1-full	18	GpuCoalesceBatchesExec	25271	5249167	25271	5249167	5249167	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	17	GpuHashJoinExec	127301	26831567	25271	5249167	5249167	1	1337	1336	1338
peacockdb	tpch	40	q2	full_table-tp1-full	2	GpuCoalesceBatchesExec	1	5	1	5	5	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	1	GpuFilterExec	5	80	1	5	5	1	329	328	330
peacockdb	tpch	40	q2	full_table-tp1-full	0	GpuScanExec	0	0	5	80	80	2	829	824	831
peacockdb	tpch	40	q2	full_table-tp1-full	16	GpuProjectExec	127300	26831562	127300	26831562	26831562	1	375	375	376
peacockdb	tpch	40	q2	full_table-tp1-full	15	GpuCoalesceBatchesExec	127300	26831562	127300	26831562	26831562	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	14	GpuHashJoinExec	127325	25405914	127300	26831562	26831562	1	1478	1477	1479
peacockdb	tpch	40	q2	full_table-tp1-full	3	GpuScanExec	0	0	25	493	493	1	854	853	855
peacockdb	tpch	40	q2	full_table-tp1-full	13	GpuProjectExec	127300	25405421	127300	25405421	25405421	1	329	328	330
peacockdb	tpch	40	q2	full_table-tp1-full	12	GpuCoalesceBatchesExec	127300	25405421	127300	25405421	25405421	0	0	0	0
peacockdb	tpch	40	q2	full_table-tp1-full	11	GpuHashJoinExec	527300	72571379	127300	25405421	25405421	2	1413	1412	1415
